"Date of Auction","Auction List No.","Lot No.","Description","Quantity","Unit"
"14/07/2022","2/2022","M-119","Electric Belt Sander",1,"No."
"14/07/2022","2/2022","M-119","235mm Electric Saw, Portable",1,"No."
"14/07/2022","2/2022","M-119","Electrical Tarplaner with Accessories",1,"No."
"14/07/2022","2/2022","M-119","Air Cooler",2,"Nos."
"14/07/2022","2/2022","M-119","Radial Drill 38""",1,"No."
"14/07/2022","2/2022","M-119","Lathe with Accessories",1,"No."
"14/07/2022","2/2022","M-119","Shaping Machine",1,"No."
"14/07/2022","2/2022","M-119","Air Compressor",1,"No."
"14/07/2022","2/2022","M-120","Spectrometer (Brand: Perkin Elmer, Model: Lambda20)",1,"No."
"14/07/2022","2/2022","M-120","Incubator (Brand: Shellab)",1,"No."
"14/07/2022","2/2022","M-120","Cooled Incubator (Brand: LMS)",1,"No."
"14/07/2022","2/2022","M-120","Incubator (Brand: GENLAB)",1,"No."
"14/07/2022","2/2022","M-120","Deionized Water System (Brand: Millipore, Model: Milli-Q Academic & RiOs 16)",1,"Set"
"14/07/2022","2/2022","M-120","Centrifuge (Brand: Hettich, Model: Rotofix 32A)",1,"No."
"14/07/2022","2/2022","M-120","Electronic Dry Cabinet (Brand: Weifo, Model: 2521)",1,"No."
"14/07/2022","2/2022","M-120","Microwave Oven (Brand: National)",1,"No."
"14/07/2022","2/2022","M-120","Water Purification System (Brand: ELGA, Model: PURELAB)",1,"No."
"14/07/2022","2/2022","M-120","Muffle Furnance (Brand: Carbolite)",1,"No."
"14/07/2022","2/2022","M-120","Turbidity Meter (Brand: HACH, Model: 2100N)",2,"Nos."
"14/07/2022","2/2022","M-120","Hotplate (30cm x 30cm) (Brand: Thermolyne)",3,"Nos."
"14/07/2022","2/2022","M-120","Ion & pH Meter (Brand: Orion, Model: 720A)",9,"Nos."
"14/07/2022","2/2022","M-120","pH Meter (Brand: Orion, Model: 420A+)",2,"Nos."
"14/07/2022","2/2022","M-120","Glass Draft Shield for AC400 Electric Balance",1,"No."
"14/07/2022","2/2022","M-120","Electric Balance (Brand: Denver, Model: AC400)",1,"No."
"14/07/2022","2/2022","M-121","Switch (Brand: Baystack, Model: 51)",1,"No."
"14/07/2022","2/2022","M-121","Hub (Brand: 3Com)",2,"Nos."
"14/07/2022","2/2022","M-121","Encoding and Editing Device (Brand: Pinnacle, Model: Studio MP10)",1,"No."
"14/07/2022","2/2022","M-121","Display Card (Brand: Quadro, Model: 900XGL)",1,"No."
"14/07/2022","2/2022","M-121","Digital Camera (Brand: Olympus, Model: Evolt E-500)",1,"No."
"14/07/2022","2/2022","M-121","External Hard Disk Drive (Degaussed)",1,"No."
"14/07/2022","2/2022","M-121","Memory, 4GB (Brand: EagleTec)",1,"No."
"14/07/2022","2/2022","M-121","Hard Disk Drive (Brand: Hitachi) (Degaussed)",1,"No."
"14/07/2022","2/2022","M-121","Server (Brand: NEC, Model: Express 5800/120R)",1,"No."
"14/07/2022","2/2022","M-122","Car Engine (Brand: BMW, Model: R900RT)",15,"Nos."
"14/07/2022","2/2022","M-123","Transceiver (Brand: Motorola, 

Model: GP3188)",8,"Nos."
"14/07/2022","2/2022","M-124","Expired Ink Cartridge (Brand: HP, Model: C4936A)",9,"Nos."
"14/07/2022","2/2022","M-124","Expired Ink Cartridge (Brand: HP, Model: C4937A)",18,"Nos."
"14/07/2022","2/2022","M-124","Expired Ink Cartridge (Brand: HP, Model: C4938A)",18,"Nos."
"14/07/2022","2/2022","M-124","Expired Ink Cartridge (Brand: HP, Model: C4939A)",13,"Nos."
"14/07/2022","2/2022","M-125","Video Cassette Recorder (Brand: Philips)",1,"No."
"14/07/2022","2/2022","M-125","DVD/VCD/CD Player (Brand: BBK)",1,"No."
"14/07/2022","2/2022","M-125","Digital Camera (Brand: Samsung, Model: Digimax 350SE)",1,"No."
"14/07/2022","2/2022","M-125","Digital Camera (Brand: Fujifilm, Model: Fine PixE5006)",1,"No."
"14/07/2022","2/2022","M-125","Digital Camera (Brand: Fujifilm, Model: Fine Pix F480)",1,"No."
"14/07/2022","2/2022","M-126","Video Tape Recorder (Brand: Panasonic, Model: AG-TL350MC)",1,"No."
"14/07/2022","2/2022","M-126","Video Tape Recorder (Brand: Sharp, Model: VC-77EN)",1,"No."
"14/07/2022","2/2022","M-126","Radio Cassette Recorder (Brand: Panascanic, Model: YF33)",1,"No."
"14/07/2022","2/2022","M-126","Radio Cassette Recorder (Brand: Philips, Model: AZ1202)",1,"No."
"14/07/2022","2/2022","M-126","Wall-mounted Fan (Brand: KDK, Model: H30CH)",1,"No."
"14/07/2022","2/2022","M-126","Table-top Fan (Brand: Panasonic, Model: F-301CH)",1,"No."
"14/07/2022","2/2022","M-126","Facsimile Machine (Brand: Alcatel)",1,"No."
"14/07/2022","2/2022","M-126","Facsimile Machine (Brand: Brother, Model: FAX-335MCS)",1,"No."
"14/07/2022","2/2022","M-126","Telephone System (Brand: Panasonic)",1,"Set"
"14/07/2022","2/2022","M-127","Expired Toner Cartridge (Brand: HP, Model: C3903F)",5,"Nos."
"14/07/2022","2/2022","M-127","Expired Toner Cartridge (Brand: HP, Model: C7115A)",2,"Nos."
"14/07/2022","2/2022","M-128","24"" Mountain Bike (HASA)",9,"Nos."
"14/07/2022","2/2022","M-128","20"" Mountain Bike (HASA)",4,"Nos."
"14/07/2022","2/2022","M-128","24"" Mountain Bike (GTA)",9,"Nos."
"14/07/2022","2/2022","M-128","20"" Mountain Bike (GTA)",4,"Nos."
"14/07/2022","2/2022","M-128","24"" Mountain Bike (MARTINI)",6,"Nos."
"14/07/2022","2/2022","M-128","20"" Mountain Bike (OKI)",39,"Nos."
"14/07/2022","2/2022","M-128","24"" Mountain Bike (OKI)",72,"Nos."
"14/07/2022","2/2022","M-128","24"" Mountain Bike (VELOCE)",84,"Nos."
"14/07/2022","2/2022","M-129","Air Cooler (Brand: Origo, Model: DF-AT2001C)",1,"No."
"14/07/2022","2/2022","M-129","Air Cooler (Brand: Turbo, Model: TCL195)",1,"No."
"14/07/2022","2/2022","M-129","Air Purifier (Brand: Panasonic, Model:

F-P06DXZ)",2,"Nos."
"14/07/2022","2/2022","M-129","Air Purifier (Brand: Samsung, Model:

AC160C)",1,"No."
"14/07/2022","2/2022","M-130","Plan Chest, 4 Drawers, Steel",5,"Nos."
"14/07/2022","2/2022","M-130","Theodolites (Brand: Wild, Model: T1)",1,"No."
"14/07/2022","2/2022","M-130","Digital Camera (Brand: Kodak, Model: Easyshare C360)",2,"Nos."
"14/07/2022","2/2022","M-130","Digital Camera (Brand: Casio, Model: EX-IS5)",8,"Nos."
"14/07/2022","2/2022","M-131","Digital Camera (Brand: Canon, Model: G16)",1,"No."
"14/07/2022","2/2022","M-132","Portable Meeting Amplifier (Brand: Sanha, Model: SH-120A)",1,"No."
"14/07/2022","2/2022","M-132","Paper Shredder (Brand: HSM, Model: 90.2C)",1,"No."
"14/07/2022","2/2022","M-132","Hi-Fi System (Brand: Philips, Model: DCB352/10)",1,"Set"
"14/07/2022","2/2022","M-132","Air Purifier (Brand: LG, Model: PS-R459WN)",1,"No."
"14/07/2022","2/2022","M-132","Office Table, Wooden, 1400 x 700 x 750mm",4,"Nos."
"14/07/2022","2/2022","M-132","Office Table, Wooden, 1200 x 500 x 720mm",1,"No."
"14/07/2022","2/2022","M-132","Cabinet, Wooden, 1200(W) x 400(D) x 1920(H)mm (Model: BESTA)",1,"No."
"14/07/2022","2/2022","M-133","Firefighting Training Unit (Damaged)",2,"Nos."
"14/07/2022","2/2022","M-134","Fleet No. F422 (Major Pump) (with Key)

Make: DENNIS

Model: SABRE

Engine No.: 46315686

Chassis No.: SFD253M533GS40785

with the following accessories: 

- Cable Reel with Charging Cable (1 No.)

- Light-bar (3 Nos.)

- Electric Winch (1 No.)

- Protective Screen for Windows (5 Nos.)

- Front Towing Eyes (2 Nos.)

- 10-ton Jack & Handle (1 No.)

- Suction Strainers (2 Nos.)

- Tripod for Searchlight (1 No.)

- Wheel Chocks (2 Nos.)",1,"No."
"14/07/2022","2/2022","M-135","Fleet No. F43 (Recovery Vehicle) (with Key)

Make: MERCEDES BENZ

Model: 609D

Engine No.: 364-906-134180

Chassis No.: 6680012P104765",1,"No."
"14/07/2022","2/2022","M-135","Spare Wheel and Tyre",1,"No."
"14/07/2022","2/2022","M-136","Fleet No. F420 (Major Pump) (with Key)

Make: DENNIS

Model: SABRE

Engine No.: 46133131

Chassis No.: SFD253H532GS40672

with the following accessories:

- Lightbars (3 Nos.)

- Electric Winch (1 No.)

- Protective Screen for Windows (5 Nos.)

- Monitor Control (2 Nos.)

- Spare Wheel (1 No.)

- Front Towing Eyes (2 Nos.)

- Winch Control (1 No.)

- Tlit Cab Handle (1 No.)

- Wheel Brace (1 No.)

- 10-ton Jack & Handle (1 No.)

- Gantry Handle (1 No.)

- Francis Searchlight F11 280mm (1 No.)

- Tripod for Searchlight (1 No.)

- Amber Lens for Searchlight (1 No.)

- Snatch Block for Winch (1 No.)

- Hosereel Rewind handle (1 No.)

- Wheel Chock (2 Nos.)

- Monitor Valve Manual Handle (1 No.)

- Officer Spot Lamp (1 No.)

- Rechargeable Battery (1 No.)

- Battery Charger with Adaptor (1 No.)",1,"No."
"14/07/2022","2/2022","M-137","Panasonic UG 5575",11,"Nos."
"14/07/2022","2/2022","M-137","Kyocera TK 1177",4,"Nos."
"14/07/2022","2/2022","M-137","Kyocera TK 6309",2,"Nos."
"14/07/2022","2/2022","M-137","Kyocera TK 7109",4,"Nos."
"14/07/2022","2/2022","M-137","Kyocera TK 5219K",3,"Nos."
"14/07/2022","2/2022","M-137","Kyocera TK 5219C",2,"Nos."
"14/07/2022","2/2022","M-137","Kyocera TK 5219M",2,"Nos."
"14/07/2022","2/2022","M-137","Kyocera TK 5219Y",2,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet 80A",27,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet 80X",24,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CF280XC",48,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet 26A",2,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet 26X",2,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CF226XC",3,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CE400A",19,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CE401A",12,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CE402A",12,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CE403A",11,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CE270A",4,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CE271A",2,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CE272A",3,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CE273A",3,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CB540A",2,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CB541A",2,"Nos."
"14/07/2022","2/2022","M-137","HP Laserjet CB542A",1,"No."
"14/07/2022","2/2022","M-137","HP Laserjet CB543A",1,"No."
"14/07/2022","2/2022","M-137","HP Laserjet CF359A",1,"No."
"14/07/2022","2/2022","M-137","HP Laserjet CF364A",1,"No."
"14/07/2022","2/2022","M-137","HP Laserjet CF365A",1,"No."
"14/07/2022","2/2022","M-137","HP Laserjet CF310A",1,"No."
"14/07/2022","2/2022","M-137","HP Laserjet Q5949X",1,"No."
"14/07/2022","2/2022","M-137","SAMSUNG ML-D3470A/SEE",2,"Nos."
"14/07/2022","2/2022","M-137","EPSON Toner Cartridge 0614",1,"No."
"14/07/2022","2/2022","M-137","EPSON Ribbon Cartridge 7753",1,"No."
"14/07/2022","2/2022","M-138","Radar with Monitor (IMM5)",1,"No."
"14/07/2022","2/2022","M-139","Radar with Monitor (IMM7)",1,"No."
"14/07/2022","2/2022","M-140","Jet Ski [LCSD(S)JS01] (Dimensions approximate 3.27m x 1.17m) (without Key)",1,"No."
"14/07/2022","2/2022","M-140","Jet Ski [LCSD(S)JS03] (Dimensions approximate 3.34m x 1.22m) (without Key)",1,"No."
"14/07/2022","2/2022","M-140","Jet Ski [LCSD(S)JS06] (Dimensions approximate 3.22m x 1.24m) (without Key)",1,"No."
"14/07/2022","2/2022","M-140","Inboard Engine",3,"Nos."
"14/07/2022","2/2022","M-140","Trolley",3,"Nos."
"14/07/2022","2/2022","M-141","Glass Reinforced Plastic (GRP) Rigid Hull Inflatable Boat (PV48) (Dimensions approximate 5.43m x 2.03m) (without Key)",1,"No."
"14/07/2022","2/2022","M-141","Paddies Retainer",1,"No."
"14/07/2022","2/2022","M-141","Boarding Ladder",1,"No."
"14/07/2022","2/2022","M-141","Sea Anchor with Rope",1,"Set"
"14/07/2022","2/2022","M-141","Repair Kit",1,"Set"
"14/07/2022","2/2022","M-141","Rescue Quoit and Line",1,"Set"
"14/07/2022","2/2022","M-141","Portable Search Light",1,"No."
"14/07/2022","2/2022","M-141","Compass",1,"No."
"14/07/2022","2/2022","M-141","Pressure Gauge",1,"No."
"14/07/2022","2/2022","M-141","Empty Fuel Can",3,"Drums"
"14/07/2022","2/2022","M-141","Outboard Engine (90 HP)",1,"No."
"14/07/2022","2/2022","M-141","Overall Cover",1,"No."
"14/07/2022","2/2022","M-141","Spare Propeller",1,"No."
"14/07/2022","2/2022","M-141","Voltmeter",1,"No."
"14/07/2022","2/2022","M-141","Centre Console with Steering Wheel",1,"Set"
"14/07/2022","2/2022","M-141","Combined Hand/Foot Bellow",1,"No."
"14/07/2022","2/2022","M-141","Removable Mast with Navigation Light",2,"Nos."
"14/07/2022","2/2022","M-141","Extra Rubbing Strake Fender",4,"Nos."
"14/07/2022","2/2022","M-142","HP CE411AC",2,"Nos."
"14/07/2022","2/2022","M-142","HP CE410XC",2,"Nos."
"14/07/2022","2/2022","M-142","HP CE412AC",1,"No."
"14/07/2022","2/2022","M-142","HP CE413AC",2,"Nos."
"14/07/2022","2/2022","M-142","HP CF361XC",1,"No."
"14/07/2022","2/2022","M-142","HP 48A (CF248A)",1,"No."
"14/07/2022","2/2022","M-142","HP CF248A",1,"No."
"14/07/2022","2/2022","M-142","HP CF360XC",2,"Nos."
"14/07/2022","2/2022","M-142","HP CF361XC",2,"Nos."
"14/07/2022","2/2022","M-142","HP CF362XC",2,"Nos."
"14/07/2022","2/2022","M-142","HP CF363XC",2,"Nos."
"14/07/2022","2/2022","M-142","HP Q2613A",2,"Nos."
"14/07/2022","2/2022","M-142","Kyocera TK-594C",2,"Nos."
"14/07/2022","2/2022","M-142","Kyocera TK-594K",3,"Nos."
